"","IndicatorCode","Country","Year","Value"
"332","WSH_WATER_SAFELY_MANAGED","MNE",2010,84.26259
"333","WSH_WATER_SAFELY_MANAGED","GHA",2022,62.56317
"334","WSH_WATER_SAFELY_MANAGED","PRK",2022,76.96361
"335","WSH_WATER_SAFELY_MANAGED","BIH",2005,87.95483
"336","WSH_WATER_SAFELY_MANAGED","IRQ",2016,57.91293
"337","WSH_WATER_SAFELY_MANAGED","LUX",2012,99.77649
"338","WSH_WATER_SAFELY_MANAGED","FJI",2017,41.22416
"339","WSH_WATER_SAFELY_MANAGED","PRT",2007,96.92184
"340","WSH_WATER_SAFELY_MANAGED","MWI",2003,2.71752
"341","WSH_WATER_SAFELY_MANAGED","GTM",2017,44.52632
"342","WSH_WATER_SAFELY_MANAGED","SUR",2011,53.87101
"343","WSH_WATER_SAFELY_MANAGED","BLR",2003,82.25976
"344","WSH_WATER_SAFELY_MANAGED","ECU",2015,74.0475
"345","WSH_WATER_SAFELY_MANAGED","AFG",2010,19.30114
"346","WSH_WATER_SAFELY_MANAGED","MDG",2000,6.93423
"347","WSH_WATER_SAFELY_MANAGED","CHL",2013,97.6581
"348","WSH_WATER_SAFELY_MANAGED","ZWE",2004,29.38941
"349","WSH_WATER_SAFELY_MANAGED","LUX",2000,100
"350","WSH_WATER_SAFELY_MANAGED","CRI",2007,80.06953
"351","WSH_WATER_SAFELY_MANAGED","PLW",2018,85.49878
"352","WSH_WATER_SAFELY_MANAGED","ISL",2013,97.11317
"353","WSH_WATER_SAFELY_MANAGED","GLOBAL",2008,79.79552
"354","WSH_WATER_SAFELY_MANAGED","HUN",2015,93.26628
"355","WSH_WATER_SAFELY_MANAGED","KGZ",2002,26.95405
"356","WSH_WATER_SAFELY_MANAGED","COG",2008,36.18792
"357","WSH_WATER_SAFELY_MANAGED","CIV",2004,24.16487
"358","WSH_WATER_SAFELY_MANAGED","FJI",2006,52.40409
"359","WSH_WATER_SAFELY_MANAGED","EUR",2022,83.91601
"360","WSH_WATER_SAFELY_MANAGED","CYP",2001,95.85301
"361","WSH_WATER_SAFELY_MANAGED","LSO",2013,6.20177
"362","WSH_WATER_SAFELY_MANAGED","MDG",2010,6.72264
"363","WSH_WATER_SAFELY_MANAGED","SRB",2005,81.47531
"364","WSH_WATER_SAFELY_MANAGED","FRA",2013,98.63953
"365","WSH_WATER_SAFELY_MANAGED","MDG",2006,10.6359
"366","WSH_WATER_SAFELY_MANAGED","LVA",2020,96.53996
"367","WSH_WATER_SAFELY_MANAGED","TJK",2016,52.72285
"368","WSH_WATER_SAFELY_MANAGED","PRT",2018,90.6761
"369","WSH_WATER_SAFELY_MANAGED","IDN",2020,29.71392
"370","WSH_WATER_SAFELY_MANAGED","GTM",2010,61.5033
"371","WSH_WATER_SAFELY_MANAGED","COG",2009,53.49407
"372","WSH_WATER_SAFELY_MANAGED","NPL",2015,33.01939
"373","WSH_WATER_SAFELY_MANAGED","BGD",2011,60.67076
"374","WSH_WATER_SAFELY_MANAGED","TUN",2011,74.72038
"375","WSH_WATER_SAFELY_MANAGED","ISL",2011,96.04278
"376","WSH_WATER_SAFELY_MANAGED","COL",2001,80.70569
"377","WSH_WATER_SAFELY_MANAGED","ZWE",2018,55.18624
"378","WSH_WATER_SAFELY_MANAGED","IDN",2021,34.48476
"379","WSH_WATER_SAFELY_MANAGED","COD",2001,12.21324
"380","WSH_WATER_SAFELY_MANAGED","TUN",2013,83.54043
"381","WSH_WATER_SAFELY_MANAGED","PAK",2006,35.86587
